price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,city,house_age,years_since_renovation,total_sqft,price_log
522500.0,3.0,2.5,2370,7875,2.0,0,0,3,2370,0,Snoqualmie,22,0,10245,13.166382176694869
180000.0,3.0,1.0,1000,18513,1.0,0,0,3,1000,0,Seattle,85,29,19513,12.100717685412471
375000.0,3.0,1.5,1100,1751,2.0,0,0,3,940,160,Seattle,18,0,2851,12.834683971615659
249000.0,3.0,2.25,1440,7673,1.0,0,0,3,940,500,Kent,43,0,9113,12.425212191503038
730100.0,4.0,2.5,3120,14300,2.0,0,0,3,3120,0,Issaquah,22,0,17420,13.500938159718626
551000.0,2.0,2.0,2260,9604,1.0,0,0,3,2260,0,Bothell,35,16,11864,13.219491903015438
375000.0,4.0,2.5,2790,7956,2.0,0,0,3,2790,0,Des Moines,20,0,10746,12.834683971615659
540000.0,1.0,1.0,1140,6700,1.5,0,0,3,1140,0,Seattle,105,46,7840,13.199326270390594
605000.0,3.0,2.25,1290,2500,2.0,0,0,4,1290,0,Seattle,38,0,3790,13.312985389904174
205000.0,5.0,1.75,1730,5200,1.0,0,0,4,1050,680,Covington,47,25,6930,12.230770136157428
645000.0,4.0,2.5,3160,11380,2.0,0,0,3,3160,0,Sammamish,42,16,14540,13.377007146164305
314000.0,4.0,2.5,2340,8990,2.0,0,0,3,2340,0,Maple Valley,22,0,11330,12.657151449598695
330000.0,3.0,1.5,1170,4950,1.0,0,0,4,1170,0,Bellevue,65,24,6120,12.706850963741102
490000.0,2.0,1.0,1160,5000,1.0,0,0,4,1160,0,Seattle,88,0,6160,13.102162710901053
445000.0,3.0,3.0,1970,24318,1.0,0,0,3,1970,0,Kenmore,15,0,26288,13.005831808336863
2000000.0,5.0,4.25,6490,10862,2.0,0,3,4,3940,2550,Mercer Island,34,0,17352,14.508658238524095
377500.0,3.0,2.25,1410,1377,2.0,0,0,3,1290,120,Issaquah,20,0,2787,12.84132849667433
480000.0,4.0,2.5,2430,5000,2.0,0,0,3,2430,0,Snoqualmie,16,0,7430,13.081543466215237
804995.0,5.0,1.5,3360,5402,2.0,0,0,3,3360,0,Sammamish,11,0,8762,13.598592587444255
341000.0,3.0,2.5,1480,1663,2.0,0,0,3,1180,300,Seattle,13,113,3143,12.739640688812674
675000.0,5.0,2.5,3200,6455,2.0,0,0,3,3200,0,Snoqualmie,16,0,9655,13.42246945133505
611000.0,3.0,2.5,2134,1984,2.5,0,0,3,2134,0,Issaquah,17,0,4118,13.322853874813605
379950.0,3.0,3.25,1860,1787,3.0,0,0,3,1860,0,Shoreline,18,0,3647,12.84779757601972
1270000.0,4.0,3.0,5520,8313,2.0,0,3,3,3570,1950,Bellevue,17,0,13833,14.054528245836039
500000.0,2.0,2.5,1310,1500,2.0,0,0,3,1160,150,Seattle,19,0,2810,13.122365377402328
410000.0,3.0,2.0,1700,4250,1.0,0,0,3,890,810,Seattle,81,0,5950,12.923914877701906
415000.0,3.0,2.5,2480,8342,2.0,0,0,3,2480,0,Renton,39,0,10822,12.936036208848487
297000.0,5.0,2.5,1970,8605,2.0,0,0,4,1970,0,Enumclaw,31,0,10575,12.601490784782536
575550.0,4.0,2.5,2060,7475,1.0,0,0,3,1440,620,Redmond,40,0,9535,13.263083121810206
534640.0,3.0,2.5,2130,3500,1.0,0,0,4,1210,920,Woodinville,31,0,5630,13.18935077260068
352500.0,3.0,2.25,1410,14110,1.0,0,2,3,1170,240,Snoqualmie,38,25,15520,12.77280873810987
488000.0,2.0,2.0,1360,4688,1.0,0,0,3,780,580,Seattle,81,0,6048,13.098072734013513
732000.0,3.0,2.0,1940,55756,1.0,0,0,5,1940,0,Bellevue,71,0,57696,13.503537159062734
215000.0,2.0,2.25,1610,2040,2.0,0,0,4,1610,0,Renton,46,0,3650,12.278397958261774
592500.0,2.0,2.0,1420,9191,1.5,0,2,5,1420,0,Seattle,97,55,10611,13.292107839753712
290000.0,4.0,2.5,1700,7280,2.0,0,0,4,1700,0,Kent,37,0,8980,12.577639650232573
475000.0,2.0,1.0,1490,3825,1.0,0,0,3,860,630,Seattle,96,0,5315,13.07107218827772
320000.0,3.0,2.5,2680,7757,2.0,0,0,3,2680,0,Federal Way,35,16,10437,12.676079399771027
1216000.0,4.0,2.5,3190,8684,1.0,0,3,5,1680,1510,Bellevue,58,0,11874,14.011078163876332
290000.0,5.0,1.5,2120,7700,1.5,0,0,5,2120,0,Renton,63,0,9820,12.577639650232573
487250.0,4.0,2.0,1690,3250,1.5,0,0,3,1550,140,Seattle,124,0,4940,13.096534669702232
339000.0,4.0,2.5,1830,8601,2.0,0,0,3,1830,0,Maple Valley,22,0,10431,12.733758336210744
440000.0,2.0,1.5,1010,1968,1.5,0,0,5,1010,0,Seattle,119,0,2978,12.994532278619134
366500.0,4.0,2.75,2070,9300,1.0,0,0,5,1120,950,Shoreline,80,0,11370,12.811756528818082
462000.0,3.0,1.5,1710,4500,1.5,0,0,3,1410,300,Seattle,97,71,6210,13.043322334563697
560000.0,4.0,1.0,1660,4690,1.5,0,0,3,1260,400,Seattle,80,15,6350,13.235693848424024
285000.0,4.0,1.75,2080,13629,1.0,0,0,4,1040,1040,Seattle,70,16,15709,12.560247968016562
280000.0,3.0,2.5,1270,9675,2.0,0,0,3,1270,0,North Bend,32,0,10945,12.54254845357358
210000.0,3.0,1.0,1080,21043,1.0,0,0,3,1080,0,Seattle,83,26,22123,12.25486757159303
690000.0,3.0,2.0,1610,5100,1.5,0,0,5,1610,0,Seattle,85,0,6710,13.444448325847754
256500.0,2.0,1.0,1120,9912,1.0,0,0,4,1120,0,Vashon,45,0,11032,12.45488784222084
411000.0,4.0,2.75,2500,5257,2.0,0,0,3,2500,0,Seattle,59,62,7757,12.926350926565435
215000.0,3.0,1.0,970,7275,1.0,0,0,4,970,0,Kent,55,0,8245,12.278397958261774
762000.0,5.0,2.0,3370,5000,1.5,0,0,4,2140,1230,Seattle,118,0,8370,13.54370314700388
359950.0,3.0,1.0,1290,189486,1.0,0,0,4,1290,0,Auburn,65,24,190776,12.793723190057223
480000.0,4.0,3.5,3370,435600,2.0,0,3,3,3370,0,North Bend,20,0,438970,13.081543466215237
1405000.0,4.0,3.5,3410,10769,2.0,0,0,3,3410,0,Bellevue,17,0,14179,14.155548572493503
390000.0,4.0,2.5,2490,8290,2.0,0,0,3,2490,0,Auburn,26,0,10780,12.873904582205107
413500.0,2.0,1.0,770,4000,1.0,0,0,5,770,0,Seattle,101,69,4770,12.932415211822644
285000.0,1.0,1.5,810,3211,2.0,0,0,4,810,0,Kirkland,43,14,4021,12.560247968016562
475000.0,4.0,2.5,3060,10043,1.0,0,0,4,1700,1360,Shoreline,57,0,13103,13.07107218827772
386591.0,3.0,2.5,1690,1613,2.0,0,0,3,1150,540,Issaquah,11,0,3303,12.86512515231929
524950.0,3.0,1.75,1890,3825,1.0,0,0,3,1290,600,Seattle,51,0,5715,13.1710602038846
241000.0,2.0,2.0,1470,3128,2.0,0,0,3,1470,0,Maple Valley,20,0,4598,12.392556361841777
461000.0,2.0,1.0,1060,7193,1.0,0,0,3,1060,0,Seattle,99,22,8253,13.04115549117383
810000.0,4.0,2.5,3480,59242,2.0,0,0,3,3480,0,Woodinville,37,25,62722,13.60479076121576
885000.0,4.0,2.75,2730,3560,1.5,0,0,3,1550,1180,Seattle,104,18,6290,13.69334405393293
247000.0,3.0,2.25,1580,7941,2.0,0,0,4,1580,0,Federal Way,39,0,9521,12.417147664184915
296500.0,3.0,2.75,2170,7900,1.0,0,0,4,1380,790,Kent,47,25,10070,12.599805870095512
141800.0,2.0,1.0,930,4743,1.0,0,0,4,930,0,Renton,83,43,5673,11.862179945241476
333000.0,4.0,2.0,1580,7800,2.0,0,0,2,1580,0,Seattle,119,0,9380,12.715900771961074
602000.0,5.0,1.75,3290,11900,1.5,0,0,3,3290,0,Redmond,52,12,15190,13.308014385419147
565000.0,4.0,2.25,2110,10698,2.0,0,0,4,2110,0,Issaquah,46,0,12808,13.244582780038517
373000.0,3.0,2.5,1670,3565,2.0,0,0,3,1670,0,Woodinville,26,0,5235,12.829336379587506
588000.0,3.0,2.25,2030,7350,1.0,0,0,4,1190,840,Redmond,48,0,9380,13.28448392755959
485000.0,3.0,1.0,1500,4100,1.5,0,0,3,1370,130,Seattle,99,22,5600,13.091906231773164
482500.0,3.0,2.25,1450,1445,2.0,0,0,3,980,470,Seattle,20,0,2895,13.08673827229789
251200.0,4.0,1.5,1310,8250,1.0,0,0,3,1060,250,Des Moines,72,0,9560,12.434008694459976
869000.0,5.0,3.25,4180,49222,2.0,0,0,4,2880,1300,Issaquah,46,0,53402,13.675099554994853
464000.0,3.0,1.75,1630,28600,1.0,0,0,3,1630,0,Woodinville,58,14,30230,13.047641986378483
755000.0,4.0,2.5,2660,10452,2.0,0,0,3,2660,0,Redmond,32,0,13112,13.534474352733596
280000.0,3.0,2.5,1720,1916,2.0,0,0,3,1720,0,Renton,20,0,3636,12.54254845357358
485000.0,2.0,2.25,1260,1240,3.0,0,0,3,1260,0,Seattle,21,22,2500,13.091906231773164
305000.0,3.0,1.75,1610,12247,1.0,0,0,3,1610,0,Renton,44,12,13857,12.628070334272698
110700.0,2.0,1.0,680,8064,1.0,0,0,3,680,0,SeaTac,84,31,8744,11.614588152079595
850000.0,4.0,3.5,2640,5900,2.0,0,2,3,2640,0,Seattle,88,27,8540,13.652992804936396
350000.0,3.0,2.25,1640,7200,2.0,0,0,4,1640,0,Bellevue,40,0,8840,12.765691290604371
319950.0,4.0,1.75,2310,8045,1.0,0,0,4,1650,660,Renton,49,33,10355,12.675923138051079
700000.0,3.0,1.75,2010,4905,1.0,0,0,5,1230,780,Seattle,113,0,6915,13.45883704259595
368000.0,2.0,1.5,1660,4680,1.0,0,0,5,830,830,Seattle,117,0,6340,12.81584093453868
433500.0,3.0,2.5,2200,3360,2.0,0,0,3,2200,0,Seattle,16,0,5560,12.979649382005148
611000.0,4.0,2.5,2460,4200,2.0,0,0,3,2460,0,Redmond,27,19,6660,13.322853874813605
1000000.0,2.0,1.75,2430,23400,1.0,0,4,3,2430,0,Shoreline,74,31,25830,13.815511557963774
307000.0,3.0,1.0,1370,7500,1.0,0,0,3,1370,0,Carnation,65,13,8870,12.634606283893019
442500.0,3.0,1.75,1800,10200,1.0,0,0,3,1800,0,Renton,58,14,12000,13.000198003314573
485000.0,3.0,1.75,2200,7706,2.0,0,2,3,2200,0,Des Moines,117,37,9906,13.091906231773164
367000.0,2.0,1.0,700,2334,1.0,0,0,3,700,0,Seattle,80,15,3034,12.813119851828635
429000.0,3.0,2.5,1920,15124,2.0,0,0,3,1920,0,North Bend,30,0,17044,12.969214528909768
446000.0,5.0,2.75,2190,12687,1.0,0,0,5,1370,820,Kenmore,47,0,14877,13.008076473152155
572500.0,3.0,2.25,2030,9791,1.0,0,0,4,1500,530,Newcastle,41,0,11821,13.257769761133897
477000.0,3.0,2.5,1350,2053,3.0,0,0,3,1350,0,Seattle,20,0,3403,13.07527386630434
518000.0,3.0,2.5,1680,2096,2.0,0,0,3,1380,300,Seattle,17,0,3776,13.157732451741687
462000.0,5.0,1.75,1250,10530,1.0,0,0,4,1250,0,Bellevue,59,0,11780,13.043322334563697
1190000.0,4.0,3.0,2240,6000,1.5,0,0,4,1270,970,Seattle,111,80,8240,13.989464705423494
137000.0,3.0,1.0,950,7620,1.0,0,0,3,950,0,Seattle,71,20,8570,11.827743504053695
530000.0,3.0,3.5,2320,3174,2.0,0,0,3,2060,260,Kirkland,28,0,5494,13.180634172318978
818000.0,2.0,2.5,2380,9374,1.0,0,2,3,2380,0,Redmond,14,0,11754,13.614618838078025
640000.0,2.0,2.25,1540,958,3.0,0,0,3,1540,0,Seattle,18,0,2498,13.369225017834633
298450.0,5.0,3.0,2100,9752,1.0,0,0,3,1200,900,Federal Way,18,0,11852,12.606361044236182
575000.0,4.0,2.5,2500,4945,2.0,0,0,3,2500,0,Snoqualmie,12,102,7445,13.26212705890841
730000.0,4.0,2.5,3230,7331,2.0,0,0,3,3230,0,Sammamish,21,22,10561,13.500801182986649
551000.0,3.0,2.5,2830,5802,2.0,0,0,3,2830,0,Kenmore,24,0,8632,13.219491903015438
271310.0,2.0,1.0,870,5340,1.5,0,0,2,870,0,Seattle,119,0,6210,12.511021043346638
675000.0,4.0,3.0,2690,28300,1.0,0,0,3,2690,0,Normandy Park,71,26,30990,13.42246945133505
479000.0,3.0,2.5,1260,889,3.0,0,0,3,1260,0,Seattle,17,0,2149,13.079457964073546
520000.0,4.0,3.5,2680,10000,2.0,0,0,3,2040,640,Seattle,83,11,12680,13.161586013632684
599950.0,3.0,2.5,2660,4975,2.0,0,0,3,2660,0,Seattle,11,0,7635,13.304603264196713
483945.0,2.0,1.75,1480,5120,1.0,0,0,4,840,640,Seattle,74,26,6600,13.089728609226412
390000.0,4.0,2.25,1770,33132,1.0,0,0,4,1190,580,Renton,60,0,34902,12.873904582205107
192500.0,2.0,1.0,950,7692,1.0,0,0,3,950,0,Seattle,99,22,8642,12.167856627501678
330000.0,2.0,1.0,860,8308,1.0,0,0,4,860,0,Seattle,77,0,9168,12.706850963741102
250000.0,4.0,2.0,1960,7560,1.0,0,0,5,1160,800,Kent,47,0,9520,12.429220196836383
243000.0,2.0,1.0,1770,5522,1.5,0,0,4,960,810,Seattle,82,0,7292,12.400820837540556
575000.0,4.0,1.75,1280,6060,1.0,0,0,3,860,420,Seattle,99,22,7340,13.26212705890841
639000.0,4.0,2.5,2150,12028,2.0,0,0,4,2150,0,Redmond,43,14,14178,13.367661298303675
710000.0,2.0,1.0,1790,4000,1.0,0,0,4,1040,750,Seattle,102,0,5790,13.47302165746721
675000.0,3.0,2.25,1990,10260,2.0,0,0,4,1990,0,Redmond,38,0,12250,13.42246945133505
405000.0,5.0,2.5,2430,4781,2.0,0,0,3,2430,0,Renton,24,0,7211,12.91164481522143
615000.0,4.0,2.75,2820,13193,1.0,0,0,3,1860,960,Bellevue,60,32,16013,13.329379172803593
490000.0,3.0,1.0,1910,8190,1.0,0,0,4,1010,900,Seattle,79,36,10100,13.102162710901053
467000.0,3.0,2.25,1270,1213,2.0,0,0,3,1040,230,Seattle,20,0,2483,13.054086677976365
480000.0,4.0,2.75,2050,3960,1.0,0,0,4,1180,870,Seattle,39,0,6010,13.081543466215237
755000.0,6.0,2.0,2150,4505,1.0,0,0,3,1270,880,Seattle,73,17,6655,13.534474352733596
760000.0,4.0,1.75,2450,13300,1.0,0,2,4,1630,820,Bellevue,38,0,15750,13.541075028051122
387000.0,2.0,2.25,1230,1280,2.0,0,0,3,960,270,Seattle,13,113,2510,12.866182555987908
925000.0,4.0,2.25,2260,41984,1.0,0,0,4,2260,0,Kirkland,58,0,44244,13.73755009757506
415000.0,2.0,1.0,1050,60113,1.0,0,0,4,1050,0,Auburn,82,0,61163,12.936036208848487
263000.0,3.0,1.75,1570,7775,2.0,0,0,3,1570,0,Kent,43,0,9345,12.479913113434042
519900.0,4.0,2.0,1820,9350,1.0,0,0,4,1820,0,Redmond,58,0,11170,13.161393687816775
570000.0,2.0,1.75,1540,4025,1.0,0,0,4,1190,350,Seattle,117,0,5565,13.25339339419516
450000.0,3.0,1.5,2060,44866,1.0,0,0,3,2060,0,Woodinville,72,0,46926,13.017005083966255
1300000.0,4.0,3.5,4380,74052,1.0,0,0,3,4380,0,Redmond,24,0,78432,14.077875591662238
300000.0,3.0,1.0,1090,9900,1.0,0,0,4,1090,0,Redmond,70,16,10990,12.611541086966115
320000.0,3.0,1.75,1480,7225,1.0,0,0,4,1480,0,Renton,60,0,8705,12.676079399771027
387500.0,4.0,1.0,1320,4440,1.5,0,0,3,1320,0,Seattle,96,0,5760,12.86747370841737
458000.0,1.0,2.25,2140,10350,1.0,0,0,3,1470,670,Woodinville,49,0,12490,13.034626646500051
1212500.0,4.0,3.5,4560,16643,1.0,0,3,3,2230,2330,Bellevue,30,0,21203,14.008195726535703
380000.0,4.0,3.0,2800,9764,2.0,0,0,3,2800,0,Maple Valley,23,0,12564,12.847929163278053
200000.0,3.0,1.0,1050,5000,1.0,0,0,4,1050,0,Renton,58,0,6050,12.206077645517674
385000.0,3.0,1.5,1490,9630,1.0,0,0,4,1490,0,Kenmore,66,0,11120,12.861001210669146
396675.0,2.0,1.0,1730,6375,2.0,0,0,4,1730,0,Seattle,80,0,8105,12.890875105554555
452000.0,4.0,1.0,1210,3760,1.5,0,0,3,1210,0,Seattle,125,20,4970,13.021439671201302
426000.0,4.0,2.5,2800,8494,2.0,0,0,3,2800,0,Maple Valley,21,22,11294,12.962196972666593
792000.0,3.0,1.5,1570,1050,2.0,0,0,3,1570,0,Seattle,110,0,2620,13.58231793342203
315000.0,3.0,2.25,1400,31626,1.0,0,0,2,1140,260,Auburn,38,0,33026,12.660331092405906
1275000.0,4.0,2.0,2850,7861,1.0,0,4,4,1450,1400,Seattle,55,0,10711,14.058457520888082
326000.0,6.0,3.0,1880,7200,1.0,0,0,4,1880,0,Renton,59,0,9080,12.694655727828803
268500.0,2.0,1.0,790,8424,1.0,0,0,4,790,0,Shoreline,72,42,9214,12.500609917318906
440000.0,2.0,1.75,1300,4000,2.0,0,0,3,1300,0,Seattle,77,31,5300,12.994532278619134
300000.0,3.0,1.0,2120,7735,1.0,0,0,4,1060,1060,Renton,58,0,9855,12.611541086966115
525000.0,3.0,1.5,1540,4773,2.0,0,0,3,1540,0,Seattle,84,16,6313,13.171155446333852
978000.0,4.0,2.75,2620,13777,1.5,0,2,4,1720,900,Seattle,99,32,16397,13.79326597151132
1125000.0,6.0,3.0,2880,3192,2.0,0,0,4,2180,700,Seattle,106,40,6072,13.933294482509151
700000.0,4.0,1.0,1680,4021,1.5,0,0,3,1680,0,Seattle,104,25,5701,13.45883704259595
315000.0,2.0,1.0,790,6969,1.0,0,0,3,790,0,Redmond,70,41,7759,12.660331092405906
309000.0,3.0,1.0,1092,7500,1.5,0,0,3,1092,0,Seattle,107,0,8592,12.6410997921206
219950.0,3.0,1.5,1650,9936,1.0,0,0,3,1090,560,Federal Way,58,14,11586,12.301160073254369
289000.0,3.0,2.5,2090,4700,2.0,0,0,3,2090,0,Covington,23,0,6790,12.574185427296195
210000.0,4.0,1.75,2180,28710,1.0,0,0,3,1180,1000,SeaTac,75,20,30890,12.25486757159303
260000.0,4.0,2.5,1990,6671,2.0,0,0,3,1990,0,Federal Way,36,0,8661,12.468440756144114
699000.0,4.0,2.5,2650,7945,2.0,0,0,3,2650,0,Seattle,19,0,10595,13.457407451830088
1800000.0,4.0,3.5,4460,16953,1.0,0,0,3,2550,1910,Medina,63,31,21413,14.403297778421795
299950.0,3.0,1.0,910,8000,1.0,0,0,4,740,170,Shoreline,75,42,8910,12.611374406964662
749950.0,3.0,2.5,2770,10773,2.0,0,2,3,2770,0,Bellevue,33,0,13543,13.527763150044844
1100000.0,3.0,2.0,2390,6888,2.0,0,1,5,2390,0,Seattle,86,0,9278,13.910821646859095
555000.0,3.0,2.5,3050,158558,1.0,0,0,4,3050,0,Renton,38,0,161608,13.22672519452875
384000.0,3.0,2.5,1700,4000,2.0,0,0,3,1700,0,Snoqualmie,22,0,5700,12.85840043573314
499950.0,5.0,3.5,3200,43560,2.0,0,0,3,3200,0,Renton,36,0,46760,13.122265372602016
430000.0,3.0,1.75,1200,4500,1.0,0,0,5,1200,0,Seattle,119,0,5700,12.971542813248437
350000.0,4.0,2.25,2220,6953,2.0,0,0,4,2220,0,Maple Valley,26,0,9173,12.765691290604371
620000.0,3.0,2.5,2480,9041,2.0,0,0,3,2480,0,Redmond,21,22,11521,13.3374763699232
765000.0,4.0,2.25,2560,12100,1.0,0,0,4,1760,800,Redmond,49,33,14660,13.547632419997361
250000.0,4.0,1.5,2500,6300,1.0,0,0,4,1500,1000,Kent,64,24,8800,12.429220196836383
376000.0,2.0,1.0,1150,4000,1.0,0,0,3,1150,0,Seattle,78,13,5150,12.837347081942964
475000.0,4.0,1.75,1650,7775,1.0,0,0,4,1150,500,Seattle,75,42,9425,13.07107218827772
120750.0,3.0,1.75,1140,9628,1.0,0,0,4,1140,0,Federal Way,56,0,10768,11.701485853054026
1690000.0,3.0,1.75,3400,8965,1.0,0,2,5,1820,1580,Seattle,68,0,12365,14.340239678615058
330000.0,3.0,1.0,1180,43124,1.0,0,0,4,1180,0,Issaquah,66,0,44304,12.706850963741102
619500.0,3.0,2.5,1700,4105,2.0,0,0,3,1700,0,Seattle,33,0,5805,13.336669594255035
345000.0,3.0,1.5,1240,11200,1.0,0,0,4,1240,0,Bellevue,71,46,12440,12.75130259456002
598000.0,5.0,2.25,2890,12478,2.0,0,0,3,2890,0,Sammamish,48,21,15368,13.301347705172173
335000.0,3.0,1.0,1060,10050,1.0,0,0,4,1060,0,Kenmore,58,0,11110,12.721888795877375
372500.0,4.0,1.75,1590,10523,2.0,0,0,4,1590,0,Shoreline,103,0,12113,12.827995001361906
300000.0,6.0,5.25,2860,5682,2.0,0,0,3,2860,0,Auburn,47,0,8542,12.611541086966115
194000.0,1.0,1.0,820,1060,1.0,0,0,3,760,60,Seattle,18,0,1880,12.175618592671356
507500.0,3.0,2.0,2020,8118,1.0,0,0,3,1020,1000,Bellevue,62,17,10138,13.137253960339487
325000.0,4.0,2.25,1870,9680,1.0,0,0,4,1170,700,Kirkland,66,0,11550,12.691583538230217
329900.0,3.0,2.5,2170,4905,2.0,0,0,3,2170,0,Maple Valley,21,22,7075,12.706547888433661
329000.0,4.0,2.5,1600,6765,1.0,0,0,3,830,770,Seattle,78,14,8365,12.703816069256568
494000.0,4.0,1.75,2090,4300,1.5,0,0,4,1250,840,Seattle,100,57,6390,13.11029282045951
206000.0,4.0,2.0,1700,6025,1.0,0,0,3,1700,0,Auburn,47,0,7725,12.235636302128867
423000.0,4.0,1.75,1940,6909,1.0,0,0,4,970,970,Seattle,84,27,8849,12.955129822091815
259000.0,3.0,1.0,1320,8625,1.0,0,0,4,1320,0,Renton,68,24,9945,12.464587201678082
879950.0,4.0,2.25,3500,13875,1.0,0,4,4,1830,1670,Seattle,87,0,17375,13.687621503085918
345600.0,5.0,3.5,2800,5120,2.5,0,0,3,2800,0,Seattle,122,20,7920,12.75304020942637
395000.0,3.0,1.5,1080,2940,1.5,0,0,4,1080,0,Seattle,105,0,4020,12.886643575525625
625000.0,4.0,2.5,3550,8048,2.0,0,0,3,3550,0,Snoqualmie,18,0,11598,13.345508528717259
439000.0,3.0,2.0,2010,251341,2.0,0,0,3,1510,500,Duvall,22,0,253351,12.992256969959042
380000.0,3.0,1.75,1690,1468,2.0,0,0,3,1380,310,Seattle,17,0,3158,12.847929163278053
440000.0,3.0,1.5,1270,1443,3.0,0,0,3,1270,0,Seattle,18,0,2713,12.994532278619134
415000.0,3.0,2.25,1970,2377,2.0,0,0,3,1680,290,Seattle,17,0,4347,12.936036208848487
860000.0,4.0,2.75,3160,8097,2.0,0,0,3,3160,0,Kirkland,11,0,11257,13.664688831019712
500000.0,3.0,2.5,1210,1200,3.0,0,0,3,1210,0,Seattle,17,0,2410,13.122365377402328
953007.0,4.0,3.5,3120,5086,2.0,0,0,3,2480,640,Seattle,17,0,8206,13.767378577144651
515000.0,4.0,2.5,2670,8765,2.0,0,0,3,2670,0,Renton,19,0,11435,13.151924121391561
772000.0,3.0,2.25,1640,1204,3.0,0,0,3,1640,0,Seattle,11,0,2844,13.556741124342862
329995.0,4.0,2.5,2303,3680,2.0,0,0,3,2303,0,Auburn,12,102,5983,12.70683581215708
409316.0,3.0,2.5,1800,3168,2.0,0,0,3,1800,0,Snoqualmie,11,0,4968,12.922245195944868
490000.0,5.0,3.5,4460,2975,3.0,0,2,3,3280,1180,Seattle,12,102,7435,13.102162710901053
305000.0,2.0,2.5,1590,2656,2.0,0,0,3,1220,370,Seattle,16,0,4246,12.628070334272698
785000.0,4.0,3.5,3070,4684,2.0,0,0,3,2190,880,Issaquah,16,0,7754,13.573440270649085
240000.0,2.0,1.75,1330,7200,1.0,0,0,3,1330,0,SeaTac,32,0,8530,12.388398368982115
325000.0,3.0,1.0,990,6750,1.0,0,0,4,990,0,Seattle,78,37,7740,12.691583538230217
535800.0,4.0,2.5,1900,5790,2.0,0,0,3,1900,0,Issaquah,31,0,7690,13.191518102458952
720000.0,3.0,2.5,2020,1159,3.0,0,3,3,2020,0,Seattle,25,0,3179,13.487007879880162
374000.0,3.0,1.75,2000,9416,1.0,0,0,4,2000,0,Kirkland,64,24,11416,12.832013750189885
189650.0,2.0,1.75,1100,7600,1.0,0,0,3,1100,0,Des Moines,45,0,8700,12.152940819974221
420850.0,1.0,1.0,960,40946,1.0,0,0,5,960,0,Carnation,80,0,41906,12.950034130780418
815000.0,4.0,2.75,3488,9614,2.0,0,0,3,3488,0,Redmond,27,19,13102,13.610944619216111
1065000.0,2.0,1.75,1890,9466,2.0,0,0,3,1890,0,Bellevue,38,25,11356,13.878486296092358
199000.0,4.0,2.0,2030,8120,2.0,0,0,3,2030,0,Seattle,75,20,10150,12.201065128819632
195000.0,3.0,1.75,1380,7350,1.0,0,0,3,990,390,Covington,44,12,8730,12.180759965737863
1506000.0,4.0,3.25,3660,5800,2.5,0,0,3,3360,300,Seattle,116,30,9460,14.224968351352379
288400.0,3.0,2.25,1870,3230,2.0,0,0,3,1870,0,Renton,28,0,5100,12.5721071517933
442000.0,4.0,2.25,2080,12007,1.0,0,0,4,1220,860,Sammamish,46,0,14087,12.999067423500716
619420.0,4.0,2.75,2450,14803,2.0,0,0,4,2450,0,Newcastle,37,0,17253,13.33654044972437
635000.0,4.0,2.25,2750,6180,1.0,0,0,4,1500,1250,Seattle,77,0,8930,13.361381852676738
210000.0,3.0,1.0,1240,4842,1.0,0,0,4,1240,0,Seattle,109,0,6082,12.25486757159303
512500.0,3.0,2.5,1900,7604,2.0,0,0,3,1900,0,Kirkland,35,16,9504,13.147057941212308
567000.0,3.0,2.5,2540,6093,2.0,0,0,3,2540,0,Kirkland,26,0,8633,13.248116346376765
525000.0,3.0,2.75,2100,10362,2.0,0,0,3,1510,590,Snoqualmie Pass,27,19,12462,13.171155446333852
475000.0,4.0,2.0,1790,2250,1.0,0,2,4,840,950,Seattle,116,36,4040,13.07107218827772
250000.0,3.0,2.0,1170,7258,1.0,0,0,3,1170,0,Auburn,41,0,8428,12.429220196836383
220000.0,3.0,1.0,1060,9126,1.0,0,2,5,1060,0,Enumclaw,69,0,10186,12.301387370778713
230000.0,5.0,2.0,1930,6120,1.5,0,0,3,1930,0,Seattle,84,56,8050,12.345838935721968
385500.0,3.0,2.0,1540,7947,1.0,0,0,3,1120,420,Bothell,64,21,9487,12.86229906601588
895000.0,5.0,3.0,2876,13927,1.0,0,2,4,1970,906,Mercer Island,52,0,16803,13.704580114574805
368250.0,3.0,2.5,2150,7484,2.0,0,0,3,2150,0,Sammamish,37,25,9634,12.816520049867693
249900.0,2.0,1.0,1140,5500,1.0,0,0,3,1140,0,Seattle,78,13,6640,12.428820118415677
350000.0,3.0,1.5,980,7790,1.0,0,0,5,980,0,Kirkland,56,0,8770,12.765691290604371
175000.0,3.0,1.75,1230,13056,1.0,0,0,4,1230,0,Auburn,63,0,14286,12.07254696717504
270000.0,3.0,1.75,1390,10905,1.0,0,0,3,860,530,Seattle,68,25,12295,12.506180941677357
495000.0,3.0,3.5,2380,6250,2.0,0,3,3,1670,710,Seattle,28,0,8630,13.112315061750808
1580000.0,3.0,3.25,3690,7200,2.0,0,0,3,3690,0,Kirkland,18,0,10890,14.272936037914342
542500.0,5.0,3.25,3010,1074218,1.5,0,0,5,2010,1000,Issaquah,94,0,1077228,13.203945207713025
330000.0,3.0,1.0,1250,9126,1.0,0,0,3,1250,0,Woodinville,56,15,10376,12.706850963741102
