CustomerID,Age,Annual_Income,Spending_Score,Gender,Work_Experience,Family_Size
871,65,56000,42,Female,6,2
872,64,68000,11,Female,3,3
873,40,89000,27,Male,12,6
874,32,30000,24,Female,18,4
875,54,32000,99,Male,6,7
876,38,104000,39,Male,9,4
877,31,20000,72,Female,24,4
878,19,122000,18,Female,34,4
879,28,62000,77,Male,24,6
880,68,56000,45,Female,28,7
881,56,90000,88,Male,11,5
882,55,91000,87,Male,39,5
883,51,146000,12,Female,11,2
884,55,144000,49,Male,5,6
885,67,73000,94,Female,9,7
886,51,41000,31,Male,1,7
887,35,93000,92,Female,24,4
888,47,86000,22,Female,6,5
889,32,21000,44,Male,39,6
890,44,125000,92,Female,22,3
891,68,133000,64,Female,10,5
892,51,77000,77,Male,35,5
893,69,138000,25,Female,22,7
894,55,26000,51,Male,6,2
895,50,57000,7,Female,26,5
896,41,31000,6,Male,12,3
897,32,77000,24,Male,16,4
898,47,134000,19,Male,31,1
899,59,50000,83,Male,25,2
900,68,22000,9,Female,21,3
901,34,83000,36,Male,12,2
902,22,104000,40,Female,11,6
903,46,50000,93,Male,6,4
904,21,42000,24,Female,0,5
905,27,132000,48,Male,32,6
906,34,107000,63,Female,13,5
907,27,90000,69,Female,16,7
908,34,115000,53,Male,3,3
909,37,28000,54,Male,38,4
910,41,85000,42,Male,0,1
911,22,138000,45,Female,23,1
912,51,139000,90,Female,33,5
913,23,51000,14,Female,33,6
914,19,43000,29,Female,23,7
915,30,33000,6,Male,14,4
916,60,120000,7,Male,16,4
917,60,35000,37,Male,12,3
918,65,78000,53,Male,6,6
919,28,41000,18,Female,8,1
920,68,69000,87,Female,34,3
921,64,43000,38,Male,22,2
922,40,39000,59,Female,38,4
923,33,84000,1,Male,22,1
924,48,77000,68,Female,25,3
925,28,144000,44,Female,0,5
926,33,30000,47,Female,13,2
927,25,114000,35,Female,31,3
928,21,44000,87,Female,9,5
929,57,59000,91,Female,0,1
930,21,33000,60,Male,4,1
931,42,48000,90,Female,2,2
932,20,76000,52,Male,26,5
933,49,132000,8,Male,21,4
934,20,114000,80,Male,17,7
935,44,36000,41,Male,15,7
936,46,125000,3,Male,1,1
937,49,87000,96,Male,12,6
938,67,52000,69,Female,15,4
939,68,84000,84,Female,7,4
940,36,130000,14,Female,7,7
941,38,93000,96,Male,9,3
942,22,23000,26,Male,32,3
943,35,46000,70,Male,30,1
944,45,146000,58,Female,11,4
945,59,64000,40,Female,8,3
946,39,96000,51,Female,36,5
947,38,19000,5,Male,8,5
948,23,101000,77,Male,17,5
949,18,140000,32,Male,29,5
950,22,89000,80,Female,31,4
951,58,36000,1,Male,39,5
952,29,82000,77,Male,22,4
953,43,58000,54,Male,10,7
954,63,48000,11,Male,19,1
955,51,91000,53,Female,18,1
956,66,56000,8,Female,35,5
957,31,120000,25,Male,25,5
958,43,109000,40,Male,9,5
959,62,149000,32,Female,23,1
960,44,82000,88,Female,12,3
961,26,142000,28,Male,33,1
962,43,99000,78,Female,28,5
963,64,97000,3,Female,35,3
964,39,109000,91,Male,6,3
965,64,46000,84,Female,29,2
966,47,80000,79,Female,16,7
967,60,130000,62,Female,12,4
968,65,144000,27,Female,23,7
969,34,74000,45,Male,30,5
970,43,31000,92,Female,26,4
971,53,110000,25,Female,20,2
972,18,30000,61,Male,0,4
973,25,60000,44,Female,14,5
974,66,121000,97,Male,2,2
975,52,102000,46,Male,5,4
976,69,143000,14,Female,13,1
977,32,133000,8,Female,37,3
978,64,99000,48,Female,32,7
979,39,18000,14,Female,37,2
980,31,85000,65,Female,7,1
981,43,125000,80,Male,25,5
982,45,64000,82,Female,14,3
983,40,109000,7,Male,13,7
984,31,106000,79,Female,19,2
985,41,79000,88,Male,18,3
986,19,61000,49,Female,32,6
987,62,120000,55,Female,35,6
988,43,144000,13,Female,23,2
989,31,120000,73,Female,9,2
990,68,38000,56,Female,33,4
991,24,18000,56,Male,35,3
992,20,122000,15,Female,35,6
993,64,33000,57,Female,15,7
994,40,54000,58,Female,14,6
995,63,64000,35,Male,17,3
996,60,89000,88,Female,6,6
997,64,26000,97,Male,21,7
998,62,41000,16,Female,31,1
999,35,127000,8,Male,18,6
1000,55,63000,93,Female,39,6
1001,52,144000,87,Female,0,5
1002,68,74000,45,Male,34,1
1003,32,44000,95,Female,4,4
1004,42,98000,40,Male,11,2
1005,54,42000,54,Female,11,7
1006,45,39000,14,Female,20,6
1007,27,110000,59,Male,18,7
1008,56,139000,94,Female,8,4
1009,34,24000,53,Male,35,4
1010,56,56000,27,Male,31,1
1011,39,54000,47,Female,34,7
1012,43,91000,80,Female,30,2
1013,61,119000,6,Female,31,5
1014,42,132000,55,Male,36,4
1015,34,56000,97,Male,31,5
1016,30,61000,44,Female,36,2
1017,37,36000,18,Male,38,2
1018,42,121000,16,Male,37,1
1019,21,41000,12,Male,29,7
1020,27,55000,20,Male,31,3
1021,20,94000,45,Female,1,7
1022,58,103000,64,Female,10,6
1023,62,80000,59,Female,19,1
1024,35,26000,93,Male,36,7
1025,64,87000,94,Male,8,5
1026,53,90000,90,Male,37,7
1027,64,104000,22,Male,18,1
1028,39,24000,97,Female,39,2
1029,51,110000,47,Male,6,4
1030,64,34000,29,Male,4,6
1031,25,53000,86,Female,23,6
1032,57,74000,45,Female,6,3
1033,66,80000,77,Female,10,2
1034,61,79000,9,Male,8,6
1035,36,138000,24,Male,29,6
1036,59,144000,15,Male,2,4
1037,58,71000,36,Male,21,5
1038,54,92000,13,Male,39,5
1039,23,43000,91,Male,19,5
1040,69,29000,44,Female,31,1
1041,43,26000,71,Male,6,5
1042,51,115000,72,Female,6,5
1043,62,98000,78,Female,19,1
1044,23,139000,76,Female,24,4
1045,54,117000,36,Male,34,2
1046,50,38000,61,Male,23,6
1047,39,124000,81,Female,39,3
1048,38,92000,40,Male,12,6
1049,23,115000,93,Male,38,5
1050,23,142000,27,Female,3,5
1051,65,72000,1,Male,11,7
1052,21,90000,34,Male,16,6
1053,47,50000,68,Male,0,6
1054,28,36000,88,Male,16,7
1055,47,141000,21,Female,1,5
1056,48,94000,33,Female,5,1
1057,41,114000,7,Male,10,1
1058,26,110000,65,Male,17,1
1059,20,32000,3,Male,39,3
1060,68,52000,51,Female,24,2
1061,48,123000,79,Male,38,5
1062,57,137000,95,Male,27,4
1063,54,118000,54,Female,15,6
1064,53,95000,80,Male,11,6
1065,41,101000,74,Female,28,5
1066,48,75000,93,Male,22,5
1067,23,60000,59,Female,20,5
1068,19,46000,6,Male,15,6
1069,37,29000,29,Male,25,7
1070,45,58000,17,Female,36,5
1071,28,68000,60,Female,21,6
1072,21,58000,22,Female,9,2
1073,32,112000,24,Female,6,4
1074,23,19000,81,Female,8,1
1075,66,123000,85,Male,24,7
1076,47,41000,51,Female,14,4
1077,55,130000,50,Female,12,5
1078,68,101000,11,Female,25,4
1079,19,118000,56,Female,20,5
1080,32,137000,71,Male,22,4
1081,28,93000,42,Male,27,3
1082,25,57000,39,Male,37,4
1083,43,111000,69,Male,11,1
1084,68,45000,48,Male,23,1
1085,62,113000,57,Female,12,7
1086,61,31000,21,Male,39,4
1087,22,97000,82,Male,1,6
1088,23,124000,99,Female,38,6
1089,43,46000,20,Female,11,6
1090,21,49000,15,Male,38,4
1091,36,147000,69,Male,13,6
1092,37,43000,77,Female,29,2
1093,50,84000,51,Male,18,4
1094,37,109000,76,Female,30,1
1095,66,36000,62,Female,24,7
1096,29,83000,85,Male,3,6
1097,64,103000,37,Male,12,3
1098,18,86000,6,Male,35,6
1099,43,143000,71,Female,36,1
1100,31,101000,26,Female,2,2
1101,55,110000,8,Male,15,4
1102,54,89000,73,Male,25,6
1103,28,68000,91,Male,39,3
1104,53,102000,4,Female,38,7
1105,30,68000,21,Female,18,1
1106,60,30000,31,Female,14,7
1107,20,113000,21,Male,31,7
1108,50,34000,25,Female,20,3
1109,23,60000,15,Female,0,5
1110,67,141000,35,Male,5,1
1111,27,72000,49,Female,26,5
1112,22,125000,43,Male,22,3
1113,40,143000,41,Female,30,4
1114,27,95000,37,Male,11,4
1115,61,98000,57,Male,20,4
1116,19,84000,42,Female,1,7
1117,30,22000,47,Male,4,5
1118,57,43000,92,Female,8,7
1119,19,126000,61,Male,19,4
1120,37,145000,14,Male,17,7
1121,18,122000,68,Male,21,2
1122,54,123000,53,Female,7,1
1123,26,34000,84,Male,33,1
1124,34,87000,34,Male,8,7
1125,26,18000,76,Female,6,3
1126,28,33000,97,Male,29,6
1127,32,116000,24,Male,17,5
1128,41,100000,20,Male,26,1
1129,55,66000,69,Male,15,7
1130,52,125000,30,Female,20,5
1131,47,123000,88,Male,4,3
1132,48,100000,7,Male,28,4
1133,66,57000,36,Female,36,6
1134,22,56000,38,Male,21,3
1135,61,104000,80,Male,13,2
1136,67,129000,52,Female,18,4
1137,31,40000,15,Female,34,4
1138,28,57000,46,Female,23,4
1139,26,91000,23,Female,5,3
1140,51,34000,12,Male,2,2
1141,29,53000,93,Female,33,6
1142,52,26000,44,Male,1,5
1143,52,25000,15,Female,14,3
1144,18,56000,93,Male,36,1
1145,57,25000,49,Female,14,1
1146,39,52000,21,Female,31,3
1147,46,112000,15,Male,20,5
1148,25,33000,14,Female,16,1
1149,28,148000,42,Female,33,5
1150,58,130000,80,Female,31,4
1151,54,127000,15,Male,22,3
1152,31,79000,63,Female,34,4
1153,47,113000,68,Female,36,1
1154,52,86000,27,Male,36,5
1155,38,66000,87,Male,32,4
1156,54,132000,93,Female,24,1
1157,22,134000,53,Male,36,7
1158,36,21000,52,Male,39,2
1159,31,25000,63,Male,20,4
1160,43,117000,73,Female,37,2
1161,21,75000,53,Female,39,2
1162,42,82000,57,Male,33,6
1163,62,116000,52,Female,18,1
1164,59,124000,43,Male,26,3
1165,42,65000,7,Female,8,5
1166,35,131000,42,Male,4,7
1167,57,60000,4,Female,4,1
1168,25,67000,69,Male,24,6
1169,56,102000,5,Female,25,6
1170,57,135000,75,Female,18,7
1171,31,27000,92,Male,29,4
1172,49,103000,80,Female,35,5
1173,68,139000,41,Female,15,6
1174,55,132000,94,Female,6,3
1175,50,68000,4,Female,17,1
1176,40,130000,2,Female,20,3
1177,32,132000,67,Female,30,4
1178,50,18000,21,Female,0,1
1179,42,89000,70,Female,2,4
1180,34,63000,43,Male,30,5
1181,50,21000,82,Female,24,5
1182,64,124000,69,Male,7,3
1183,19,136000,9,Female,0,3
1184,31,25000,84,Male,6,5
1185,57,106000,28,Female,6,2
1186,57,37000,26,Male,7,5
1187,68,42000,82,Male,18,7
1188,56,125000,83,Female,16,1
1189,68,71000,3,Male,10,7
1190,23,40000,73,Female,10,4
1191,23,68000,95,Female,37,5
1192,20,43000,49,Male,1,5
1193,24,111000,17,Female,3,6
1194,68,28000,63,Male,27,4
1195,25,92000,55,Male,32,6
1196,59,49000,23,Female,10,4
1197,69,44000,34,Female,2,7
1198,32,106000,69,Female,39,1
1199,64,31000,15,Female,4,4
1200,46,107000,47,Female,20,3
1201,50,93000,3,Male,21,5
1202,69,124000,83,Male,36,4
1203,47,116000,28,Female,10,1
1204,56,120000,3,Female,21,4
1205,44,61000,4,Female,12,5
1206,53,78000,88,Male,2,2
1207,46,78000,31,Male,12,4
1208,55,101000,45,Male,27,3
1209,50,21000,59,Female,10,5
1210,54,36000,45,Female,10,1
1211,44,95000,75,Male,20,7
1212,50,88000,37,Female,20,7
1213,21,149000,65,Female,6,5
1214,39,139000,9,Male,16,6
1215,19,64000,17,Male,13,2
1216,27,66000,65,Female,32,1
1217,22,15000,3,Male,10,2
1218,27,18000,26,Female,12,7
1219,50,146000,53,Male,0,2
1220,55,18000,31,Male,33,3
1221,30,15000,26,Female,8,7
1222,48,85000,23,Female,12,4
1223,64,49000,30,Male,36,3
1224,53,22000,10,Female,29,3
1225,62,50000,72,Male,36,6
1226,41,137000,89,Female,6,3
1227,69,57000,64,Male,13,1
1228,32,41000,22,Male,5,4
1229,46,46000,15,Male,33,4
1230,25,92000,56,Female,15,7
1231,22,135000,74,Male,36,1
1232,46,30000,20,Male,35,3
1233,64,113000,47,Male,5,3
1234,21,61000,87,Male,7,2
1235,29,45000,53,Female,23,7
1236,62,18000,53,Female,2,7
1237,19,31000,1,Male,3,2
1238,44,53000,2,Male,31,6
1239,48,62000,58,Female,0,5
1240,68,53000,19,Male,33,2
1241,68,146000,62,Female,8,4
1242,53,44000,78,Male,11,1
1243,53,36000,72,Female,9,3
1244,43,80000,12,Male,9,5
1245,60,122000,26,Female,22,2
1246,44,26000,27,Female,5,7
1247,22,50000,29,Female,23,5
1248,37,32000,15,Male,23,1
1249,28,104000,46,Female,20,1
1250,27,15000,1,Female,30,7
1251,57,141000,60,Male,29,5
1252,55,104000,92,Male,33,5
1253,23,101000,57,Male,17,6
1254,25,104000,3,Male,11,5
1255,40,148000,18,Female,34,3
1256,64,84000,52,Male,6,4
1257,43,58000,60,Male,39,2
1258,63,100000,34,Male,24,7
1259,60,33000,96,Male,5,2
1260,29,115000,93,Male,0,2
1261,43,109000,89,Male,15,5
1262,30,115000,60,Male,3,7
1263,57,44000,26,Female,28,5
1264,35,47000,72,Female,37,6
1265,42,26000,19,Female,27,5
1266,50,132000,22,Female,21,6
1267,64,108000,93,Female,7,6
1268,57,90000,33,Male,31,3
1269,60,43000,38,Male,32,3
1270,29,131000,35,Male,12,3
1271,61,29000,67,Male,26,3
1272,53,16000,83,Female,17,1
1273,65,131000,10,Female,17,3
1274,21,32000,91,Male,12,3
1275,22,17000,15,Male,21,3
1276,54,149000,11,Female,13,6
1277,25,122000,90,Female,10,2
1278,59,109000,24,Female,38,7
1279,66,136000,77,Male,21,2
1280,45,25000,96,Male,35,2
1281,48,82000,4,Female,16,4
1282,26,137000,13,Female,31,1
1283,68,127000,73,Male,13,6
1284,46,112000,57,Male,28,5
1285,31,107000,98,Male,5,6
1286,57,36000,37,Male,3,3
1287,58,141000,48,Female,10,2
1288,39,148000,71,Female,39,6
1289,28,39000,1,Female,9,1
1290,40,99000,60,Male,27,3
1291,18,69000,12,Male,10,4
1292,63,109000,21,Male,34,5
1293,54,133000,11,Female,14,3
1294,38,23000,44,Female,7,7
1295,43,56000,58,Female,19,5
1296,63,67000,44,Male,20,6
1297,53,88000,78,Male,0,3
1298,40,53000,98,Female,28,4
1299,18,136000,34,Male,23,6
1300,68,29000,25,Female,29,1
1301,57,137000,4,Female,39,5
1302,32,125000,64,Female,34,5
1303,38,145000,90,Female,32,1
1304,64,97000,16,Male,19,7
1305,26,24000,10,Male,15,5
1306,26,106000,66,Male,8,6
1307,27,43000,35,Male,30,2
1308,69,49000,83,Male,16,7
1309,43,20000,6,Male,30,1
1310,58,125000,19,Female,22,4
1311,52,52000,59,Male,5,7
1312,69,91000,53,Male,29,3
1313,42,107000,8,Male,6,3
1314,43,81000,78,Female,39,1
1315,28,22000,10,Male,10,2
1316,55,136000,67,Female,33,6
1317,19,98000,38,Male,11,4
1318,24,146000,29,Male,26,3
1319,35,99000,15,Male,11,3
1320,44,59000,87,Female,12,6
1321,51,101000,23,Female,7,2
1322,44,30000,82,Male,15,5
1323,34,91000,46,Male,28,7
1324,60,23000,83,Male,34,1
1325,61,74000,28,Female,28,2
1326,68,92000,26,Female,30,2
1327,41,91000,10,Male,12,2
1328,42,85000,47,Female,11,2
1329,24,29000,4,Female,1,5
1330,69,85000,55,Female,32,6
1331,23,116000,66,Female,7,4
1332,41,36000,67,Male,39,7
1333,50,127000,7,Male,31,2
1334,66,15000,55,Female,37,7
1335,46,24000,80,Female,27,2
1336,60,124000,31,Female,14,1
1337,39,127000,74,Male,22,3
1338,43,64000,19,Male,23,5
1339,45,26000,28,Female,12,2
1340,67,103000,81,Female,20,4
1341,38,126000,28,Female,11,4
1342,66,92000,19,Female,12,4
1343,24,135000,87,Male,38,1
1344,34,37000,20,Male,22,4
1345,37,148000,13,Male,27,6
1346,58,39000,77,Male,13,1
1347,66,32000,43,Male,16,5
1348,37,57000,11,Male,23,4
1349,39,92000,48,Female,33,3
1350,45,42000,15,Female,21,2
1351,57,73000,17,Male,9,5
1352,66,77000,54,Male,7,6
1353,24,106000,50,Male,20,3
1354,18,70000,28,Female,36,5
1355,49,125000,83,Female,6,6
1356,30,82000,4,Female,25,4
1357,47,60000,22,Female,12,5
1358,40,81000,86,Male,15,5
1359,68,20000,39,Female,29,5
1360,36,38000,34,Male,30,1
1361,49,108000,97,Female,4,3
1362,47,27000,44,Female,31,7
1363,46,39000,42,Female,15,6
1364,66,132000,40,Female,8,4
1365,62,96000,97,Male,21,2
1366,46,125000,12,Male,39,4
1367,47,96000,2,Male,36,4
1368,33,80000,28,Male,13,1
1369,57,59000,74,Male,15,1
1370,36,128000,86,Male,19,5
1371,35,77000,81,Male,14,4
1372,18,90000,90,Female,25,3
1373,31,128000,67,Male,8,1
1374,68,125000,71,Female,0,6
1375,64,49000,72,Male,34,1
1376,67,67000,84,Female,19,3
1377,19,40000,76,Male,5,1
1378,45,28000,99,Female,9,7
1379,66,132000,81,Male,32,3
1380,67,59000,92,Male,15,7
1381,47,65000,10,Male,35,7
1382,55,133000,86,Male,5,2
1383,68,33000,57,Female,18,3
1384,21,96000,97,Male,30,2
1385,18,90000,86,Male,1,6
1386,25,106000,37,Female,17,5
1387,46,47000,77,Male,27,5
1388,56,42000,91,Female,3,7
1389,20,137000,64,Female,0,1
1390,49,140000,79,Male,15,3
1391,27,51000,86,Male,1,1
1392,27,113000,94,Female,35,3
1393,36,112000,40,Male,0,1
1394,63,141000,98,Female,38,5
1395,51,94000,60,Male,22,6
1396,50,52000,98,Male,25,5
1397,40,91000,48,Female,10,1
1398,45,140000,99,Male,0,3
1399,49,101000,19,Male,10,4
1400,67,68000,72,Male,23,6
1401,24,30000,33,Female,9,3
1402,46,42000,44,Male,13,1
1403,25,60000,92,Female,13,3
1404,18,86000,37,Male,6,2
1405,20,99000,89,Female,22,3
1406,41,40000,36,Male,21,5
1407,40,99000,81,Male,35,7
1408,25,79000,88,Female,26,5
1409,64,148000,21,Male,1,2
1410,54,129000,2,Female,38,6
1411,20,78000,31,Male,18,3
1412,68,101000,97,Female,6,6
1413,50,121000,30,Male,11,4
1414,45,110000,76,Female,2,3
1415,64,91000,44,Male,4,5
1416,25,101000,12,Female,7,7
1417,51,71000,51,Female,13,5
1418,52,117000,49,Male,35,6
1419,49,105000,24,Female,6,1
1420,41,59000,24,Female,6,5
1421,31,102000,60,Male,31,1
1422,49,129000,11,Male,7,5
1423,63,61000,13,Male,11,5
1424,60,149000,91,Male,9,7
1425,33,64000,72,Male,13,4
1426,21,98000,74,Male,8,1
1427,69,105000,72,Female,37,1
1428,54,148000,64,Female,29,5
1429,38,105000,20,Female,4,1
1430,31,123000,72,Male,0,5
1431,48,71000,73,Male,0,5
1432,65,45000,71,Female,19,6
1433,35,35000,78,Female,10,3
1434,24,104000,28,Male,25,1
1435,27,54000,2,Female,2,7
1436,24,126000,43,Male,5,2
1437,50,59000,8,Male,10,6
1438,40,91000,13,Female,7,1
1439,38,101000,85,Male,28,7
1440,36,115000,92,Male,9,1
1441,65,131000,35,Male,33,4
1442,36,106000,23,Male,23,2
1443,53,42000,46,Female,16,2
1444,46,39000,15,Male,31,7
1445,35,72000,2,Male,10,4
1446,19,55000,61,Female,33,4
1447,18,148000,76,Male,23,1
1448,64,89000,64,Male,4,3
1449,22,52000,52,Female,28,7
1450,37,148000,36,Female,33,4
1451,28,89000,67,Male,15,2
1452,59,80000,69,Male,24,7
1453,19,17000,67,Female,36,2
1454,20,131000,47,Male,7,1
1455,40,113000,83,Male,28,7
1456,29,33000,2,Male,24,3
1457,37,130000,44,Female,22,5
1458,22,139000,64,Male,33,7
1459,54,102000,81,Female,2,4
1460,55,49000,78,Female,29,4
1461,47,15000,28,Female,33,1
1462,26,140000,91,Female,31,6
1463,51,103000,54,Male,28,6
1464,61,39000,74,Female,8,3
1465,52,30000,67,Male,1,2
1466,69,87000,36,Female,38,2
1467,39,143000,63,Female,6,5
1468,61,56000,25,Male,4,2
1469,41,94000,86,Female,7,6
1470,34,118000,48,Female,31,6
1471,27,48000,39,Male,17,4
1472,47,103000,47,Female,37,5
1473,63,139000,94,Female,17,3
1474,40,59000,21,Female,15,5
1475,49,148000,30,Male,20,7
1476,34,35000,92,Female,9,3
1477,67,136000,31,Male,3,6
1478,68,84000,26,Male,7,2
1479,34,110000,22,Male,18,1
1480,31,119000,21,Female,39,5
1481,26,62000,1,Female,39,5
1482,57,53000,37,Female,8,4
1483,19,45000,77,Female,29,4
1484,62,24000,85,Male,16,6
1485,42,44000,46,Male,39,3
1486,56,32000,9,Female,14,1
1487,26,102000,17,Female,3,7
1488,39,139000,47,Male,5,4
1489,60,87000,85,Female,15,4
1490,63,29000,95,Female,25,2
1491,21,18000,59,Female,36,2
1492,43,23000,54,Female,22,6
1493,46,123000,86,Female,12,6
1494,62,146000,12,Female,16,4
1495,51,30000,64,Male,26,3
1496,40,113000,6,Male,21,7
1497,54,135000,53,Male,36,1
1498,28,66000,16,Male,18,4
1499,23,83000,90,Female,38,3
1500,35,19000,5,Female,34,3
1501,38,34000,73,Male,12,4
1502,59,93000,46,Male,13,3
1503,53,125000,14,Male,30,5
1504,58,16000,44,Male,1,3
1505,55,107000,63,Male,38,4
1506,51,27000,94,Female,36,3
1507,34,18000,52,Female,13,7
1508,54,123000,26,Male,8,4
1509,42,88000,53,Male,9,2
1510,55,109000,29,Female,6,4
1511,29,119000,19,Female,27,3
1512,40,22000,47,Female,24,4
1513,59,81000,8,Male,27,1
1514,39,124000,23,Female,1,4
1515,38,23000,35,Male,16,4
1516,44,131000,95,Male,3,1
1517,48,25000,53,Female,12,1
1518,23,113000,99,Female,17,1
1519,44,56000,96,Female,2,6
1520,57,134000,58,Male,36,5
1521,51,26000,5,Female,32,6
1522,29,51000,16,Female,23,4
1523,62,88000,17,Male,7,6
1524,24,87000,32,Female,34,6
1525,27,66000,96,Female,1,1
1526,62,144000,52,Male,32,1
1527,34,70000,20,Male,11,2
1528,43,74000,66,Male,21,6
1529,38,37000,84,Male,12,5
1530,45,117000,82,Male,9,4
1531,63,54000,1,Female,16,7
1532,19,78000,58,Female,4,7
1533,60,99000,93,Male,8,3
1534,18,103000,93,Female,12,5
1535,68,45000,83,Female,22,5
1536,53,34000,44,Male,29,2
1537,68,144000,6,Male,3,4
1538,43,27000,50,Male,20,4
1539,46,136000,72,Female,8,1
1540,38,117000,88,Male,6,1
1541,28,120000,20,Female,15,5
1542,57,133000,14,Female,22,2
1543,28,84000,5,Female,22,4
1544,53,113000,41,Female,30,2
1545,66,96000,40,Male,4,3
1546,56,89000,34,Female,5,7
1547,57,132000,80,Male,0,4
1548,52,98000,45,Female,27,1
1549,51,83000,71,Male,17,5
1550,64,73000,80,Male,23,2
1551,41,140000,71,Male,12,7
1552,39,125000,27,Female,32,7
1553,22,76000,78,Female,9,7
1554,50,142000,78,Female,6,1
1555,53,119000,44,Male,36,5
1556,64,82000,33,Female,31,1
1557,37,29000,33,Female,21,4
1558,36,49000,44,Female,15,2
1559,52,28000,20,Male,23,3
1560,69,116000,36,Female,13,6
1561,60,114000,7,Female,10,7
1562,34,21000,32,Male,18,1
1563,62,44000,67,Male,22,6
1564,60,63000,39,Male,33,2
1565,51,125000,93,Male,39,4
1566,26,86000,24,Male,12,1
1567,43,94000,86,Male,38,4
1568,19,97000,70,Female,27,3
1569,26,56000,88,Female,39,7
1570,26,31000,87,Male,15,3
1571,57,21000,54,Female,27,7
1572,34,24000,38,Male,3,5
1573,18,48000,74,Female,27,5
1574,42,50000,80,Male,11,5
1575,60,20000,75,Male,15,4
1576,57,148000,32,Female,35,5
1577,59,43000,45,Female,19,2
1578,42,140000,61,Female,25,6
1579,56,95000,70,Female,25,6
1580,52,89000,88,Female,21,4
1581,20,40000,97,Female,8,4
1582,67,141000,53,Female,4,5
1583,54,129000,51,Female,16,7
1584,61,140000,76,Male,33,6
1585,61,42000,56,Female,1,6
1586,68,145000,27,Female,6,5
1587,47,89000,38,Male,35,4
1588,55,92000,62,Male,12,3
1589,51,104000,18,Male,19,7
1590,29,35000,64,Male,29,3
1591,36,68000,77,Female,29,5
1592,54,117000,30,Female,10,3
1593,61,73000,49,Male,30,2
1594,66,86000,41,Male,2,2
1595,34,34000,13,Female,1,2
1596,27,126000,34,Female,2,4
1597,66,73000,94,Female,14,4
1598,64,85000,25,Female,16,4
1599,29,123000,66,Male,6,4
1600,33,143000,18,Female,4,4
1601,41,70000,5,Male,33,5
1602,36,49000,19,Male,32,3
1603,25,137000,42,Male,15,5
1604,48,145000,18,Female,36,3
1605,38,118000,32,Male,2,5
1606,34,21000,21,Female,20,2
1607,40,41000,10,Male,7,1
1608,54,15000,37,Female,21,4
1609,33,101000,49,Male,4,1
1610,23,55000,86,Male,16,1
1611,25,137000,13,Female,36,2
1612,42,89000,55,Female,13,1
1613,35,56000,17,Male,38,1
1614,42,131000,9,Male,27,2
1615,29,77000,88,Female,30,3
1616,32,141000,44,Male,16,5
1617,43,147000,78,Female,34,6
1618,58,62000,46,Female,39,1
1619,62,17000,8,Male,21,4
1620,43,130000,37,Female,28,2
1621,64,113000,19,Male,9,7
1622,49,130000,63,Female,17,7
1623,27,28000,92,Female,34,1
1624,33,126000,46,Male,15,6
1625,24,75000,94,Female,6,3
1626,34,109000,71,Male,29,3
1627,40,31000,26,Female,18,6
1628,43,138000,46,Female,22,4
1629,38,38000,46,Female,7,1
1630,39,130000,75,Female,16,4
1631,24,96000,14,Male,20,3
1632,31,64000,85,Female,25,7
1633,32,93000,63,Female,27,3
1634,24,93000,72,Female,38,5
1635,26,84000,3,Male,32,3
1636,68,41000,28,Male,39,2
1637,65,29000,29,Male,18,5
1638,25,64000,87,Male,28,4
1639,67,50000,18,Female,19,3
1640,40,22000,35,Female,19,6
1641,46,93000,77,Female,9,2
1642,35,145000,76,Male,11,5
1643,48,61000,47,Male,32,2
1644,47,119000,5,Female,24,5
1645,69,112000,75,Female,24,5
1646,56,110000,59,Female,3,5
1647,52,130000,75,Male,3,6
1648,35,27000,59,Female,8,4
1649,59,15000,47,Female,14,5
1650,56,48000,95,Male,25,5
1651,34,93000,95,Male,14,2
1652,31,92000,13,Female,25,5
1653,48,135000,78,Male,27,4
1654,41,107000,89,Female,6,7
1655,52,112000,33,Female,31,6
1656,61,96000,97,Female,11,6
1657,62,52000,62,Female,34,2
1658,51,28000,79,Male,31,7
1659,20,105000,16,Male,8,5
1660,54,68000,44,Male,13,2
1661,60,144000,58,Female,12,6
1662,57,115000,6,Female,32,4
1663,43,103000,89,Female,31,2
1664,40,70000,15,Male,18,4
1665,61,108000,4,Male,29,7
1666,56,107000,56,Female,15,7
1667,32,98000,64,Male,11,3
1668,66,99000,68,Male,9,5
1669,21,36000,94,Male,1,4
1670,46,49000,34,Male,17,5
1671,39,30000,91,Female,12,7
1672,42,64000,95,Male,28,4
1673,30,136000,56,Female,23,1
1674,35,142000,32,Male,37,7
1675,50,127000,9,Female,11,1
1676,33,31000,63,Female,28,1
1677,62,94000,72,Male,21,7
1678,59,144000,78,Female,35,4
1679,61,146000,33,Female,0,6
1680,19,99000,87,Male,39,6
1681,52,108000,21,Female,33,5
1682,59,148000,55,Male,33,1
1683,51,95000,76,Female,32,5
1684,47,83000,57,Male,3,4
1685,30,83000,2,Male,37,5
1686,30,30000,13,Male,29,5
1687,35,65000,4,Male,19,1
1688,49,119000,84,Male,25,7
1689,49,80000,50,Female,14,6
1690,52,23000,48,Female,6,2
1691,56,121000,78,Male,6,3
1692,63,114000,30,Female,28,4
1693,69,100000,29,Female,22,4
1694,46,78000,8,Female,33,4
1695,66,36000,12,Male,19,3
1696,46,124000,41,Male,14,2
1697,61,111000,26,Female,32,6
1698,33,32000,50,Male,16,5
